layer_idx,func,term,rho,pval,checkpoint
2,spim,F,0.8123226182296173,0.0,508000
2,spim,C,0.32853812833798046,0.0,508000
3,cosine,I,0.6183209258647674,0.0,508000
3,cosine,S,0.5429198825928728,0.0,508000
3,cosine,T,0.4470842682559897,0.0,508000
3,cosine,F,0.7447958795453888,0.0,508000
3,cosine,C,0.34149937545136877,0.0,508000
3,l2,I,0.37782535925499827,0.0,508000
3,l2,S,0.36659667231988385,0.0,508000
3,l2,T,0.5493438693136123,0.0,508000
3,l2,F,0.731044859562307,0.0,508000
3,l2,C,0.4379538761273863,0.0,508000
3,norm_ratio,I,0.8666590656205083,0.0,508000
3,norm_ratio,S,0.5374026921561583,0.0,508000
3,norm_ratio,T,0.8051932932816735,0.0,508000
3,norm_ratio,F,0.5386228090327905,0.0,508000
3,norm_ratio,C,0.7481549196805297,0.0,508000
3,spim,I,0.8008847278095125,0.0,508000
3,spim,S,0.5311328512123791,0.0,508000
3,spim,T,0.7580734009608203,0.0,508000
3,spim,F,0.6911177949363574,0.0,508000
3,spim,C,0.4030674114052843,0.0,508000
4,cosine,I,0.5868874835922742,0.0,508000
4,cosine,S,0.3198170747334952,0.0,508000
4,cosine,T,0.4138362896900928,0.0,508000
4,cosine,F,0.5607733315670945,0.0,508000
4,cosine,C,0.47543397097764817,0.0,508000
4,l2,I,0.4180152543130721,0.0,508000
4,l2,S,0.2553244344805093,0.0,508000
4,l2,T,0.41114541827693835,0.0,508000
4,l2,F,0.5425574216123765,0.0,508000
4,l2,C,0.516751463945874,0.0,508000
4,norm_ratio,I,0.8793548810835748,0.0,508000
4,norm_ratio,S,0.588731962901405,0.0,508000
4,norm_ratio,T,0.6674486446073715,0.0,508000
4,norm_ratio,F,0.45295814585688,0.0,508000
4,norm_ratio,C,0.6891289477275614,0.0,508000
4,spim,I,0.7911283004338493,0.0,508000
4,spim,S,0.35265414781438187,0.0,508000
4,spim,T,0.6173488805014682,0.0,508000
4,spim,F,0.5541359139631956,0.0,508000
4,spim,C,0.4730686920223015,0.0,508000
5,cosine,I,0.5641049583050066,0.0,508000
5,cosine,S,0.2126589184906462,0.0,508000
5,cosine,T,0.1636187591519489,0.0,508000
5,cosine,F,0.4913108375861394,0.0,508000
5,cosine,C,0.3513118222970604,0.0,508000
5,l2,I,0.3340770541001052,0.0,508000
5,l2,S,0.1951228296300719,0.0,508000
5,l2,T,0.21576598909781136,0.0,508000
5,l2,F,0.46482417702586426,0.0,508000
5,l2,C,0.3931697465565746,0.0,508000
5,norm_ratio,I,0.8541927130640555,0.0,508000
5,norm_ratio,S,0.5148622816063081,0.0,508000
5,norm_ratio,T,0.49180229679959175,0.0,508000
5,norm_ratio,F,0.40299693564586586,0.0,508000
5,norm_ratio,C,0.5326288388896858,0.0,508000
5,spim,I,0.7693766625354843,0.0,508000
5,spim,S,0.23112726422432864,0.0,508000
5,spim,T,0.34376295886953956,0.0,508000
5,spim,F,0.4840798899889024,0.0,508000
5,spim,C,0.25985066560092746,0.0,508000
6,cosine,I,0.10177515042218199,0.0,508000
6,cosine,S,0.42705577067530176,0.0,508000
6,cosine,T,0.05246453522567048,1.8986555010554534e-199,508000
6,cosine,F,0.4263414970782538,0.0,508000
6,cosine,C,0.4803756908643394,0.0,508000
6,l2,I,0.5340266008433334,0.0,508000
6,l2,S,0.49741552745793555,0.0,508000
6,l2,T,0.4268756591618889,0.0,508000
6,l2,F,0.542089861282243,0.0,508000
6,l2,C,0.4982756766296621,0.0,508000
6,norm_ratio,I,0.7864147862568683,0.0,508000
6,norm_ratio,S,0.4364451042611375,0.0,508000
6,norm_ratio,T,0.4870057080311258,0.0,508000
6,norm_ratio,F,0.5066656539814677,0.0,508000
6,norm_ratio,C,0.3468284506560266,0.0,508000
6,spim,I,0.33645434218224596,0.0,508000
6,spim,S,0.4163048349185944,0.0,508000
6,spim,T,0.5372244239987596,0.0,508000
6,spim,F,0.3842069515350758,0.0,508000
6,spim,C,0.32303851684591256,0.0,508000
0,cosine,I,0.08217452142524456,0.0,509000
0,cosine,S,,,509000
0,cosine,T,,,509000
0,cosine,F,,,509000
0,cosine,C,,,509000
0,l2,I,,,509000
0,l2,S,0.7328915351446947,0.0,509000
0,l2,T,0.7328915351446947,0.0,509000
0,l2,F,0.7328915351446947,0.0,509000
0,l2,C,0.7328915351446947,0.0,509000
0,norm_ratio,I,,,509000
0,norm_ratio,S,,,509000
0,norm_ratio,T,,,509000
0,norm_ratio,F,,,509000
0,norm_ratio,C,,,509000
0,spim,I,0.08217452142524456,0.0,509000
0,spim,S,,,509000
0,spim,T,,,509000
0,spim,F,,,509000
0,spim,C,,,509000
1,cosine,I,0.7164380868583311,0.0,509000
1,cosine,S,0.6682589606682545,0.0,509000
1,cosine,T,0.17947439563103165,0.0,509000
1,cosine,F,0.8331326059112847,0.0,509000
1,cosine,C,0.5528802817234361,0.0,509000
1,l2,I,0.5031361662327096,0.0,509000
1,l2,S,0.7741481130903135,0.0,509000
1,l2,T,0.4394842728445199,0.0,509000
1,l2,F,0.8399142465413438,0.0,509000
1,l2,C,0.7137272116103163,0.0,509000
1,norm_ratio,I,0.8239354718509806,0.0,509000
1,norm_ratio,S,0.6112800248040916,0.0,509000
1,norm_ratio,T,0.7552420950570606,0.0,509000
1,norm_ratio,F,0.6966061565144951,0.0,509000
1,norm_ratio,C,0.6568246300279347,0.0,509000
1,spim,I,0.8349351186980153,0.0,509000
1,spim,S,0.66045656941194,0.0,509000
1,spim,T,0.47198732603883414,0.0,509000
1,spim,F,0.7883681117425244,0.0,509000
1,spim,C,0.48061758312213676,0.0,509000
2,cosine,I,0.7046609371715762,0.0,509000
2,cosine,S,0.7327534523552924,0.0,509000
2,cosine,T,0.4072316063363786,0.0,509000
2,cosine,F,0.8397003769396327,0.0,509000
2,cosine,C,0.1969139440117356,0.0,509000
2,l2,I,0.4727064588180377,0.0,509000
2,l2,S,0.6129486563995536,0.0,509000
2,l2,T,0.5354083835459301,0.0,509000
2,l2,F,0.8431782928650303,0.0,509000
2,l2,C,0.4726876519669058,0.0,509000
2,norm_ratio,I,0.8634742761820918,0.0,509000
2,norm_ratio,S,0.6527437318077077,0.0,509000
2,norm_ratio,T,0.856322138362141,0.0,509000
2,norm_ratio,F,0.6742860957598283,0.0,509000
2,norm_ratio,C,0.8289681207273647,0.0,509000
2,spim,I,0.8385225557526962,0.0,509000
2,spim,S,0.7263793746479358,0.0,509000
2,spim,T,0.7721502881636512,0.0,509000
2,spim,F,0.8120720677063428,0.0,509000
2,spim,C,0.32954010802287514,0.0,509000
3,cosine,I,0.6186371678535749,0.0,509000
3,cosine,S,0.540342809321564,0.0,509000
3,cosine,T,0.44820775922924627,0.0,509000
3,cosine,F,0.7450268023777461,0.0,509000
3,cosine,C,0.34168031782923136,0.0,509000
3,l2,I,0.37714944105649983,0.0,509000
3,l2,S,0.3649772604220957,0.0,509000
3,l2,T,0.5502719425300391,0.0,509000
3,l2,F,0.731349496223003,0.0,509000
3,l2,C,0.43846531994349724,0.0,509000
3,norm_ratio,I,0.866501117295553,0.0,509000
3,norm_ratio,S,0.5368898735993265,0.0,509000
3,norm_ratio,T,0.8052557647118465,0.0,509000
3,norm_ratio,F,0.5391822865662249,0.0,509000
3,norm_ratio,C,0.7478107303777556,0.0,509000
3,spim,I,0.8000555766485637,0.0,509000
3,spim,S,0.5288876298912003,0.0,509000
3,spim,T,0.758699270828184,0.0,509000
3,spim,F,0.6916481573179071,0.0,509000
3,spim,C,0.40290564304059495,0.0,509000
4,cosine,I,0.5860803134336993,0.0,509000
4,cosine,S,0.31815667020785254,0.0,509000
4,cosine,T,0.4147438007708468,0.0,509000
4,cosine,F,0.5609399313255358,0.0,509000
4,cosine,C,0.4730456389136184,0.0,509000
4,l2,I,0.4190888551467181,0.0,509000
4,l2,S,0.2544341955670403,0.0,509000
4,l2,T,0.41260904348020655,0.0,509000
4,l2,F,0.5417200284163967,0.0,509000
4,l2,C,0.5134861017404991,0.0,509000
4,norm_ratio,I,0.8792702988843589,0.0,509000
4,norm_ratio,S,0.5880177671336507,0.0,509000
4,norm_ratio,T,0.6660164511393459,0.0,509000
4,norm_ratio,F,0.45175097317197566,0.0,509000
4,norm_ratio,C,0.6879719182525952,0.0,509000
4,spim,I,0.7902358553689489,0.0,509000
4,spim,S,0.3510328365446546,0.0,509000
4,spim,T,0.6164328010552851,0.0,509000
4,spim,F,0.5535984752094811,0.0,509000
4,spim,C,0.4702392362784308,0.0,509000
5,cosine,I,0.5614754951632982,0.0,509000
5,cosine,S,0.21233554397652554,0.0,509000
5,cosine,T,0.16343274578214084,0.0,509000
5,cosine,F,0.49010737324513876,0.0,509000
5,cosine,C,0.34926028289108196,0.0,509000
5,l2,I,0.3310450639243629,0.0,509000
5,l2,S,0.1938507530213444,0.0,509000
5,l2,T,0.21517534702306756,0.0,509000
5,l2,F,0.46448621361037834,0.0,509000
5,l2,C,0.3903916342605657,0.0,509000
5,norm_ratio,I,0.8542742011048436,0.0,509000
5,norm_ratio,S,0.5116291651719046,0.0,509000
5,norm_ratio,T,0.4882545574062567,0.0,509000
5,norm_ratio,F,0.40105654852369704,0.0,509000
5,norm_ratio,C,0.5298525495705751,0.0,509000
5,spim,I,0.7679781312687086,0.0,509000
5,spim,S,0.23074033793420862,0.0,509000
5,spim,T,0.3415049239845084,0.0,509000
5,spim,F,0.4831106123351826,0.0,509000
5,spim,C,0.2568216638681005,0.0,509000
6,cosine,I,0.09758903444434906,0.0,509000
6,cosine,S,0.42753307656373357,0.0,509000
6,cosine,T,0.05456468406080709,1.3746285748892818e-215,509000
6,cosine,F,0.4272522607407673,0.0,509000
6,cosine,C,0.47956357712377456,0.0,509000
6,l2,I,0.5318897859210494,0.0,509000
6,l2,S,0.49618644469322865,0.0,509000
6,l2,T,0.42559459347182316,0.0,509000
6,l2,F,0.5393686715159935,0.0,509000
6,l2,C,0.4954179028804397,0.0,509000
6,norm_ratio,I,0.786420288030286,0.0,509000
6,norm_ratio,S,0.43737933238967236,0.0,509000
6,norm_ratio,T,0.48354526732155795,0.0,509000
6,norm_ratio,F,0.5036980742018173,0.0,509000
6,norm_ratio,C,0.3459684215925452,0.0,509000
6,spim,I,0.33081454178692793,0.0,509000
6,spim,S,0.41699647962100594,0.0,509000
6,spim,T,0.5372633525677728,0.0,509000
6,spim,F,0.3874443758378975,0.0,509000
6,spim,C,0.32617628591875975,0.0,509000
0,cosine,I,0.04144583619727257,3.611201526902358e-125,510000
0,cosine,S,,,510000
0,cosine,T,,,510000
0,cosine,F,,,510000
0,cosine,C,,,510000
0,l2,I,,,510000
0,l2,S,0.7330118308660575,0.0,510000
0,l2,T,0.7330118308660575,0.0,510000
0,l2,F,0.7330118308660575,0.0,510000
0,l2,C,0.7330118308660575,0.0,510000
0,norm_ratio,I,,,510000
0,norm_ratio,S,,,510000
0,norm_ratio,T,,,510000
0,norm_ratio,F,,,510000
0,norm_ratio,C,,,510000
0,spim,I,0.04144583619727257,3.611201526902358e-125,510000
0,spim,S,,,510000
0,spim,T,,,510000
0,spim,F,,,510000
0,spim,C,,,510000
1,cosine,I,0.7165919830274803,0.0,510000
1,cosine,S,0.6682797192135763,0.0,510000
1,cosine,T,0.17970062582560686,0.0,510000
1,cosine,F,0.8327842869042326,0.0,510000
1,cosine,C,0.5529314970729764,0.0,510000
1,l2,I,0.5024106625645124,0.0,510000
1,l2,S,0.774416299428023,0.0,510000
1,l2,T,0.43858244578512534,0.0,510000
1,l2,F,0.8393728600334416,0.0,510000
1,l2,C,0.7126026305588613,0.0,510000
1,norm_ratio,I,0.8230055574006301,0.0,510000
1,norm_ratio,S,0.611484955055493,0.0,510000
1,norm_ratio,T,0.7545083056232947,0.0,510000
1,norm_ratio,F,0.694890205186086,0.0,510000
1,norm_ratio,C,0.6547128700883758,0.0,510000
1,spim,I,0.8344136575441339,0.0,510000
1,spim,S,0.6605464707743532,0.0,510000
1,spim,T,0.4716033613040375,0.0,510000
1,spim,F,0.7872522650957716,0.0,510000
1,spim,C,0.4802234226550352,0.0,510000
2,cosine,I,0.7054377750127152,0.0,510000
2,cosine,S,0.7326146691895933,0.0,510000
2,cosine,T,0.40540323855571114,0.0,510000
2,cosine,F,0.8393720831360718,0.0,510000
2,cosine,C,0.19778718733674366,0.0,510000
2,l2,I,0.4745125144517011,0.0,510000
2,l2,S,0.6119407937936487,0.0,510000
2,l2,T,0.5343983541178149,0.0,510000
2,l2,F,0.8428021979613036,0.0,510000
2,l2,C,0.4737977578222995,0.0,510000
2,norm_ratio,I,0.8630703894017048,0.0,510000
2,norm_ratio,S,0.6523807265072342,0.0,510000
2,norm_ratio,T,0.8564599466041892,0.0,510000
2,norm_ratio,F,0.6737452125934658,0.0,510000
2,norm_ratio,C,0.828567264256719,0.0,510000
2,spim,I,0.8382615858289764,0.0,510000
2,spim,S,0.7262768058962884,0.0,510000
2,spim,T,0.772027272048616,0.0,510000
2,spim,F,0.8116478567204192,0.0,510000
2,spim,C,0.32984160770394383,0.0,510000
3,cosine,I,0.6189811978223176,0.0,510000
3,cosine,S,0.5378187594715526,0.0,510000
3,cosine,T,0.44732188677951534,0.0,510000
3,cosine,F,0.7445687726160323,0.0,510000
3,cosine,C,0.3399097903624844,0.0,510000
3,l2,I,0.37487302554662016,0.0,510000
3,l2,S,0.36309815912095844,0.0,510000
3,l2,T,0.5487214764430008,0.0,510000
3,l2,F,0.73087449967288,0.0,510000
3,l2,C,0.438271311384993,0.0,510000
3,norm_ratio,I,0.8662672856644301,0.0,510000
3,norm_ratio,S,0.5360067389011371,0.0,510000
3,norm_ratio,T,0.804897254341137,0.0,510000
3,norm_ratio,F,0.539162593716466,0.0,510000
3,norm_ratio,C,0.7473785794285405,0.0,510000
3,spim,I,0.7995542713049055,0.0,510000
3,spim,S,0.5266777126962561,0.0,510000
3,spim,T,0.7582619456130025,0.0,510000
3,spim,F,0.6914101714455034,0.0,510000
3,spim,C,0.40076173634654555,0.0,510000
4,cosine,I,0.5858810159826826,0.0,510000
4,cosine,S,0.3175161683948338,0.0,510000
4,cosine,T,0.41297164083668575,0.0,510000
4,cosine,F,0.5604408333408696,0.0,510000
4,cosine,C,0.47124798296045356,0.0,510000
4,l2,I,0.41969675197108447,0.0,510000
4,l2,S,0.2532425236471434,0.0,510000
4,l2,T,0.4105959290392177,0.0,510000
4,l2,F,0.5407223204041155,0.0,510000
4,l2,C,0.5116889654391624,0.0,510000
4,norm_ratio,I,0.8789481391425215,0.0,510000
4,norm_ratio,S,0.5867984276330163,0.0,510000
4,norm_ratio,T,0.6643885485769578,0.0,510000
4,norm_ratio,F,0.4512156422073211,0.0,510000
4,norm_ratio,C,0.6864032676382993,0.0,510000
4,spim,I,0.789517426749725,0.0,510000
4,spim,S,0.35014441736424445,0.0,510000
4,spim,T,0.6136157910377328,0.0,510000
4,spim,F,0.5528890201541491,0.0,510000
4,spim,C,0.46734121762282205,0.0,510000
5,cosine,I,0.5584770307111532,0.0,510000
5,cosine,S,0.21030591139703336,0.0,510000
5,cosine,T,0.16147674197720396,0.0,510000
5,cosine,F,0.48666161433351773,0.0,510000
5,cosine,C,0.34758795736214326,0.0,510000
5,l2,I,0.32900669163601937,0.0,510000
5,l2,S,0.19375798869804303,0.0,510000
5,l2,T,0.21354308157419036,0.0,510000
5,l2,F,0.462254191474919,0.0,510000
5,l2,C,0.3880107699189418,0.0,510000
5,norm_ratio,I,0.8538049361477439,0.0,510000
5,norm_ratio,S,0.5078332761144461,0.0,510000
5,norm_ratio,T,0.4842623003198044,0.0,510000
5,norm_ratio,F,0.4000116112466244,0.0,510000
5,norm_ratio,C,0.525671282569009,0.0,510000
5,spim,I,0.7658958460610331,0.0,510000
5,spim,S,0.22842936350246917,0.0,510000
5,spim,T,0.33809670594876046,0.0,510000
5,spim,F,0.4805620065869064,0.0,510000
5,spim,C,0.25320241099556595,0.0,510000
6,cosine,I,0.09567139876719828,0.0,510000
6,cosine,S,0.4268113614540849,0.0,510000
6,cosine,T,0.05871515654152593,2.34301508451033e-249,510000
6,cosine,F,0.4278465389223273,0.0,510000
6,cosine,C,0.4789708037465901,0.0,510000
6,l2,I,0.5307768876483033,0.0,510000
6,l2,S,0.4952976836567525,0.0,510000
6,l2,T,0.4264613274662186,0.0,510000
6,l2,F,0.537855735633513,0.0,510000
6,l2,C,0.49369942798197886,0.0,510000
6,norm_ratio,I,0.7856351349981483,0.0,510000
6,norm_ratio,S,0.43830842243601886,0.0,510000
6,norm_ratio,T,0.47841916788311317,0.0,510000
6,norm_ratio,F,0.5026347560825093,0.0,510000
6,norm_ratio,C,0.34377774635095154,0.0,510000
6,spim,I,0.3263602844810941,0.0,510000
6,spim,S,0.416411332287139,0.0,510000
6,spim,T,0.5369900533963192,0.0,510000
6,spim,F,0.39221349758589785,0.0,510000
6,spim,C,0.32756903826657574,0.0,510000
0,cosine,I,0.015041155195704847,5.982977527934651e-18,511000
0,cosine,S,,,511000
0,cosine,T,,,511000
0,cosine,F,,,511000
0,cosine,C,,,511000
0,l2,I,,,511000
0,l2,S,0.7330127326511493,0.0,511000
0,l2,T,0.7330127326511493,0.0,511000
0,l2,F,0.7330127326511493,0.0,511000
0,l2,C,0.7330127326511493,0.0,511000
0,norm_ratio,I,,,511000
0,norm_ratio,S,,,511000
0,norm_ratio,T,,,511000
0,norm_ratio,F,,,511000
0,norm_ratio,C,,,511000
0,spim,I,0.015041155195704847,5.982977527934651e-18,511000
0,spim,S,,,511000
0,spim,T,,,511000
0,spim,F,,,511000
0,spim,C,,,511000
1,cosine,I,0.7174374143217724,0.0,511000
1,cosine,S,0.6688470310629306,0.0,511000
1,cosine,T,0.18001943724142838,0.0,511000
1,cosine,F,0.8330547537453625,0.0,511000
1,cosine,C,0.5545733625435496,0.0,511000
1,l2,I,0.5032283593381208,0.0,511000
1,l2,S,0.7746430545830479,0.0,511000
1,l2,T,0.4376356546447607,0.0,511000
1,l2,F,0.8395035205961446,0.0,511000
1,l2,C,0.7111252295658478,0.0,511000
1,norm_ratio,I,0.8228566819757034,0.0,511000
1,norm_ratio,S,0.6123090516000674,0.0,511000
1,norm_ratio,T,0.754520761537354,0.0,511000
1,norm_ratio,F,0.6941006422118818,0.0,511000
1,norm_ratio,C,0.6539888626680321,0.0,511000
1,spim,I,0.8345784693022824,0.0,511000
1,spim,S,0.661311663039318,0.0,511000
1,spim,T,0.470602267039298,0.0,511000
1,spim,F,0.7870203126020523,0.0,511000
1,spim,C,0.4816717493285894,0.0,511000
2,cosine,I,0.7058115607985544,0.0,511000
2,cosine,S,0.7324171533570026,0.0,511000
2,cosine,T,0.403239826809511,0.0,511000
2,cosine,F,0.8393146794502018,0.0,511000
2,cosine,C,0.19768060791665837,0.0,511000
2,l2,I,0.4757244418996286,0.0,511000
2,l2,S,0.6113405776552213,0.0,511000
2,l2,T,0.5335593374246153,0.0,511000
2,l2,F,0.8426329956685465,0.0,511000
2,l2,C,0.4746519284193738,0.0,511000
2,norm_ratio,I,0.8630040758616744,0.0,511000
2,norm_ratio,S,0.652433766539285,0.0,511000
2,norm_ratio,T,0.8569112146849582,0.0,511000
2,norm_ratio,F,0.6739917093428347,0.0,511000
2,norm_ratio,C,0.8286464327177511,0.0,511000
2,spim,I,0.8381217957337699,0.0,511000
2,spim,S,0.7260932452440751,0.0,511000
2,spim,T,0.7722894767871099,0.0,511000
2,spim,F,0.8116471094770753,0.0,511000
2,spim,C,0.3296547529226589,0.0,511000
3,cosine,I,0.6195966949683028,0.0,511000
3,cosine,S,0.5361899293365443,0.0,511000
3,cosine,T,0.4472461947893628,0.0,511000
3,cosine,F,0.7443226904692635,0.0,511000
3,cosine,C,0.33727490727896464,0.0,511000
3,l2,I,0.3717898288387883,0.0,511000
3,l2,S,0.36265291835374136,0.0,511000
3,l2,T,0.5487655088773846,0.0,511000
3,l2,F,0.7306601863906812,0.0,511000
3,l2,C,0.4365548879762968,0.0,511000
3,norm_ratio,I,0.8664209839897417,0.0,511000
3,norm_ratio,S,0.5358832130155415,0.0,511000
3,norm_ratio,T,0.8050452327484146,0.0,511000
3,norm_ratio,F,0.5398891147111461,0.0,511000
3,norm_ratio,C,0.7473030223248267,0.0,511000
3,spim,I,0.7993825051989938,0.0,511000
3,spim,S,0.5252846412878087,0.0,511000
3,spim,T,0.7588176903413272,0.0,511000
3,spim,F,0.6914565366039639,0.0,511000
3,spim,C,0.39839057327737676,0.0,511000
4,cosine,I,0.5862528331720634,0.0,511000
4,cosine,S,0.3168844344371697,0.0,511000
4,cosine,T,0.41162107786718605,0.0,511000
4,cosine,F,0.5600344668438868,0.0,511000
4,cosine,C,0.46903107255714444,0.0,511000
4,l2,I,0.42058254288881985,0.0,511000
4,l2,S,0.2523439022493662,0.0,511000
4,l2,T,0.40951071647719006,0.0,511000
4,l2,F,0.5397992433140751,0.0,511000
4,l2,C,0.510393801389559,0.0,511000
4,norm_ratio,I,0.8788420941494746,0.0,511000
4,norm_ratio,S,0.5868374358646979,0.0,511000
4,norm_ratio,T,0.6641330984384337,0.0,511000
4,norm_ratio,F,0.44876806355034926,0.0,511000
4,norm_ratio,C,0.6857218393458843,0.0,511000
4,spim,I,0.7893044369721877,0.0,511000
4,spim,S,0.34965205381104847,0.0,511000
4,spim,T,0.6131436509395775,0.0,511000
4,spim,F,0.5513066039818767,0.0,511000
4,spim,C,0.4643543598955717,0.0,511000
5,cosine,I,0.5566667123793538,0.0,511000
5,cosine,S,0.20850941092074726,0.0,511000
5,cosine,T,0.16106748282293354,0.0,511000
5,cosine,F,0.4827533247313042,0.0,511000
5,cosine,C,0.34464385098232586,0.0,511000
5,l2,I,0.3289570325695261,0.0,511000
5,l2,S,0.19622432495228948,0.0,511000
5,l2,T,0.21319241199977482,0.0,511000
5,l2,F,0.4588756994879845,0.0,511000
5,l2,C,0.38444488748502986,0.0,511000
5,norm_ratio,I,0.8535382189573084,0.0,511000
5,norm_ratio,S,0.5056439146134871,0.0,511000
5,norm_ratio,T,0.4803107175407486,0.0,511000
5,norm_ratio,F,0.3973586471851002,0.0,511000
5,norm_ratio,C,0.5226740398545989,0.0,511000
5,spim,I,0.7649782403796243,0.0,511000
5,spim,S,0.22709132902829593,0.0,511000
5,spim,T,0.3369761878674035,0.0,511000
5,spim,F,0.476777212592952,0.0,511000
5,spim,C,0.24916705350127666,0.0,511000
6,cosine,I,0.0951103019431043,0.0,511000
6,cosine,S,0.4250678203640833,0.0,511000
6,cosine,T,0.06173307552013329,1.7947781466611683e-275,511000
6,cosine,F,0.42688437216697694,0.0,511000
6,cosine,C,0.47885902386566837,0.0,511000
6,l2,I,0.5322381776274369,0.0,511000
6,l2,S,0.4961228330440077,0.0,511000
6,l2,T,0.4298437375283809,0.0,511000
6,l2,F,0.5373792651149468,0.0,511000
6,l2,C,0.4943790394070387,0.0,511000
6,norm_ratio,I,0.7852183687215536,0.0,511000
6,norm_ratio,S,0.4397786940218106,0.0,511000
6,norm_ratio,T,0.4732027034043368,0.0,511000
6,norm_ratio,F,0.501084161206431,0.0,511000
6,norm_ratio,C,0.3422697794761014,0.0,511000
6,spim,I,0.32236013193184937,0.0,511000
6,spim,S,0.4145190554446752,0.0,511000
6,spim,T,0.5355852263933896,0.0,511000
6,spim,F,0.3946972784106102,0.0,511000
6,spim,C,0.3275919830042421,0.0,511000
0,cosine,I,-0.03454083821484055,1.6563172431575483e-87,512000
0,cosine,S,,,512000
0,cosine,T,,,512000
0,cosine,F,,,512000
0,cosine,C,,,512000
0,l2,I,,,512000
0,l2,S,0.7335680286594224,0.0,512000
0,l2,T,0.7335680286594224,0.0,512000
0,l2,F,0.7335680286594224,0.0,512000
0,l2,C,0.7335680286594224,0.0,512000
0,norm_ratio,I,,,512000
0,norm_ratio,S,,,512000
0,norm_ratio,T,,,512000
0,norm_ratio,F,,,512000
0,norm_ratio,C,,,512000
0,spim,I,-0.03454083821484055,1.6563172431575483e-87,512000
0,spim,S,,,512000
0,spim,T,,,512000
0,spim,F,,,512000
0,spim,C,,,512000
1,cosine,I,0.7186212283790158,0.0,512000
1,cosine,S,0.669368591846561,0.0,512000
1,cosine,T,0.18027878399263517,0.0,512000
1,cosine,F,0.8331007149701746,0.0,512000
1,cosine,C,0.5567060621985754,0.0,512000
1,l2,I,0.5044558257424725,0.0,512000
1,l2,S,0.7743685019961005,0.0,512000
1,l2,T,0.4378472934713454,0.0,512000
1,l2,F,0.8394664357482766,0.0,512000
1,l2,C,0.7095873057258439,0.0,512000
1,norm_ratio,I,0.8219251214225208,0.0,512000
1,norm_ratio,S,0.6130241032823409,0.0,512000
1,norm_ratio,T,0.7548308134130437,0.0,512000
1,norm_ratio,F,0.6933864196657633,0.0,512000
1,norm_ratio,C,0.6520688414730927,0.0,512000
1,spim,I,0.8342927449679851,0.0,512000
1,spim,S,0.6619510458055249,0.0,512000
1,spim,T,0.46984504395784055,0.0,512000
1,spim,F,0.786598828547951,0.0,512000
1,spim,C,0.48350262155616036,0.0,512000
2,cosine,I,0.7057455275593878,0.0,512000
2,cosine,S,0.7328059826896479,0.0,512000
2,cosine,T,0.40235666597946507,0.0,512000
2,cosine,F,0.8395756317244029,0.0,512000
2,cosine,C,0.19858857391543566,0.0,512000
2,l2,I,0.4761598881780292,0.0,512000
2,l2,S,0.6111781355607608,0.0,512000
2,l2,T,0.5329042489965038,0.0,512000
2,l2,F,0.8427937676902121,0.0,512000
2,l2,C,0.4758655926076559,0.0,512000
2,norm_ratio,I,0.8627090451305319,0.0,512000
2,norm_ratio,S,0.6528657335613868,0.0,512000
2,norm_ratio,T,0.8571815132131336,0.0,512000
2,norm_ratio,F,0.6745100852650385,0.0,512000
2,norm_ratio,C,0.8286356019746997,0.0,512000
2,spim,I,0.83758151572204,0.0,512000
2,spim,S,0.726484058572376,0.0,512000
2,spim,T,0.7723824690400564,0.0,512000
2,spim,F,0.8119357814270877,0.0,512000
2,spim,C,0.32941661889220003,0.0,512000
3,cosine,I,0.6194136750068422,0.0,512000
3,cosine,S,0.5353131920002185,0.0,512000
3,cosine,T,0.4492177330049539,0.0,512000
3,cosine,F,0.74452965014793,0.0,512000
3,cosine,C,0.33556479898263264,0.0,512000
3,l2,I,0.3710502015370554,0.0,512000
3,l2,S,0.362627736905512,0.0,512000
3,l2,T,0.5503648597775312,0.0,512000
3,l2,F,0.7308493747708663,0.0,512000
3,l2,C,0.43589050146430036,0.0,512000
3,norm_ratio,I,0.8663624362977103,0.0,512000
3,norm_ratio,S,0.53548355515695,0.0,512000
3,norm_ratio,T,0.8050675507189778,0.0,512000
3,norm_ratio,F,0.5401501330753619,0.0,512000
3,norm_ratio,C,0.7475714120014549,0.0,512000
3,spim,I,0.7984823970110863,0.0,512000
3,spim,S,0.5245513205037456,0.0,512000
3,spim,T,0.7596749133325444,0.0,512000
3,spim,F,0.6918152399171218,0.0,512000
3,spim,C,0.39686161966079964,0.0,512000
4,cosine,I,0.58619627819852,0.0,512000
4,cosine,S,0.31557639342519195,0.0,512000
4,cosine,T,0.41267283497725293,0.0,512000
4,cosine,F,0.5610389190819293,0.0,512000
4,cosine,C,0.4668284114496367,0.0,512000
4,l2,I,0.42129164726771917,0.0,512000
4,l2,S,0.25063960280859293,0.0,512000
4,l2,T,0.409603291815306,0.0,512000
4,l2,F,0.5404808952897933,0.0,512000
4,l2,C,0.5098530983291829,0.0,512000
4,norm_ratio,I,0.8786971234573293,0.0,512000
4,norm_ratio,S,0.5864694956852952,0.0,512000
4,norm_ratio,T,0.6637175435659458,0.0,512000
4,norm_ratio,F,0.44744799206639974,0.0,512000
4,norm_ratio,C,0.6861281843481517,0.0,512000
4,spim,I,0.7885814830195214,0.0,512000
4,spim,S,0.34836144928924784,0.0,512000
4,spim,T,0.6137718352341494,0.0,512000
